Text,Title,Rating
"I ordered it in October 2021 and again and again some or other issue persists. Again I have to lodge complaint and then it takes almost 1 month in the repair and again delivery. Since order, haven't used the product happily even for a single day.",Disgusting.,1
"Great product.Audio quality is greatBass level is normal not too muchOnly problem is the touch button when tucked inside the shirt, there are accidental presses which is quite annoying.",Great sound and features at the price,5
"Rating out of 10, based on 3 days usesLooks:10Packaging:10Battery:10Connectivity:9Sound quality:9Touch:8Latency:7Ear buds size/shape:6Overall good to use for daily routine works, except size of ear buds.","Rating out of 10, based on 3 days uses",5
"I liked the design and the functionalities but if you are using it while lying down, it disturbs the video it keeps getting touched and stems might hurt you ears maybe im using the bigger one thats why, overall a good product.",Good looks and sound quality,5
The pitch is too highGood for taking calls and long use but not.for music punks bass is good but the high pitch kills itValue for moneySuperb battery life charge around once in a week if only for calls,Too much high pitch,3
"Yes, I like the product. The quality of sound is good, noise cancellation is good but need improvement and bass quality is also good. But battery optimisation need improvement in laptop bcz it's draining bit fast rather than mobile devices..",Good In Quality also Sound is great. It is a valuable product,4
5 star quality bass is super bass sound is very clear and powerful sound no body hear in full volume.. I m satisfied must buy product.,Must buy product superb.. Sound quality and bass...,5
The bass is good and audio clarity is very crisp & clear. The mic is superb and not catching mich noise during calls. It's giving a very descent battery backup as well.,Excellent,5
"Notice cancellation needs improvement.Sound quality is good.Not having volume control is a disadvatage.Touch button works fine, but accidental touch results in disconnection of calls/stopping of music.",Good product in this price range,4
Gets discharged in 1.5 hrs usage. Awful battery support from Noise.,Voice quality is food but gets discharged in 1.5 hrs usage.,1
"This is excellent experience with sounds quality and base but noise cancellation is not good and this is not low range and bit down voice call and not for gaming, but if you like listening songs and watching movies so this is absolutely perfect....",Best in sound not for calling,4
"Earphones got faulty in 2 weeks, right ear speaker stopped working. Dual Bluetooth connection stopped working.One good thing was it's battery.",Product Got Faulty in 2 weeks,1
